"","PhytoDate","WQDate","StationCode","Month","Year","Latitude","Longitude","Genus","CarbonperML","AirTemp","Chla","Pheophytin","TotAmmonia","DissAmmonia","DissNitrateNitrite","DOC","TOC","DON","TON","DissOrthophos","TotPhos","DissSilica","TDS","TSS","TKN","Depth","Secchi","Microcystis","SpCndSurface","DOSurface","WTSurface"
"1464",2018-09-19,2018-09-19,"NZS42",9,2018,38.18045,-122.0476,"Microcystis",0,80.1,"4.26","0.79",NA,"0.107","0.65","4.9","4.9","0.44",NA,"0.227",0.251,"11.2",6400,"16","0.7",14.7,52,1,10679,8.23,20.62
"1465",2018-09-20,2018-09-20,"D41",9,2018,38.03022,-122.3729,"Microcystis",0,63.9,"3.52","0.51",NA,"0.05","0.32","0.6","0.6","0.11",NA,"0.099",0.1,"4.4",28100,"27","0.248",40.6,112,1,42298,7.65,18.41
"1466",2018-09-20,2018-09-20,"D41A",9,2018,38.08472,-122.3907,"Microcystis",0,63.5,"2.11","ND",NA,"0.05","0.37","0.7","0.7","0.13",NA,"0.112",0.122,"6",24000,"26","0.252",8.2,72,1,36551,7.88,19.04
"1467",2018-09-20,2018-09-20,"NZ002",9,2018,38.06529,-122.2152,"Microcystis",0,68.7,"1.54","0.57",NA,"0.09","0.35","0.9","0.9","0.16",NA,"0.107",0.12,"8.1",18100,"20","0.3",57.2,88,1,29606,8.04,19.3
"1468",2018-09-20,2018-09-20,"NZ004",9,2018,38.03576,-122.1616,"Microcystis",0,73.8,"1.72","0.51",NA,"0.09","0.36","0.9","0.9","ND",NA,"0.107",0.106,"8.2",16700,"17","0.3",62.1,120,1,27529,8.04,19.26
"1469",2018-09-20,2018-09-20,"NZ325",9,2018,38.05798,-122.2919,"Microcystis",0,68.4,"1.24","ND",NA,"0.09","0.34","0.8","0.8","0.12",NA,"0.108",0.11,"6.4",22300,"22","0.251",42.7,116,1,35905,7.7,18.89
"1470",2018-09-21,2018-09-14,"C10A",9,2018,37.67934,-121.2647,"Microcystis",3521.22042714459,78,"41.84","12.12",NA,"0.01","1.49","3.4","3.6","0.3",NA,"0.144",0.26,"11.3",246,"45","0.8",2.7,NA,2,454,10.57,21.39
"1471",2018-09-21,2018-09-14,"C9",9,2018,37.83095,-121.554,"Microcystis",950729.515329039,73,"4.14","1.99",NA,"0.03","0.12","2.8","3.1","0.2",NA,"0.068",0.09,"12.4",358,"8","0.4",13.73,NA,1,637,8.21,21.5
"1472",2018-10-11,2018-10-11,"C10A",10,2018,37.67934,-121.2647,"Microcystis",0,70,"5.55","1.92",NA,"0.03","1.84","3.6","3.6","0.4",NA,"0.135",0.193,"14",271,"19","0.621",3,NA,1,479,8.9,19.32
"1473",2018-10-11,2018-10-11,"C9",10,2018,37.83095,-121.554,"Microcystis",466210.829446481,67,"1.02","ND",NA,"0.03","0.248","2.6","2.6","0.2",NA,"0.082",0.08,"13.4",326,"3","0.3",15.8,NA,3,590,8.58,19.45
"1474",2018-10-12,2018-10-12,"C3A",10,2018,38.36771,-121.5205,"Microcystis",281.885563271873,62,"ND","ND",NA,"0.53","0.2","2.1","2.1","0.2",NA,"0.099",0.1,"20",94,"2","0.8",15,NA,1,147,8.58,17.75
"1475",2018-10-12,2018-10-12,"D22",10,2018,38.08453,-121.7391,"Microcystis",0,63.5,"0.84","0.52",NA,"0.08","0.317","1.6","1.6","0.12",NA,"0.082",0.1,"15.6",1710,"15","0.3",28.9,52,1,3106,8.58,18.11
"1476",2018-10-12,2018-10-12,"D4",10,2018,38.06248,-121.8205,"Microcystis",0,56.1,"1.33","0.67",NA,"0.09","0.33","1.4","1.4","ND",NA,"0.091",0.09,"13.4",5540,"14","0.2",37.9,76,2,8440,8.46,18.24
"1477",2018-10-12,2018-10-12,"EZ2",10,2018,38.1006,-121.726917,"Microcystis",0,65.3,"1.16","0.55",NA,"0.09","0.34","1.6","1.7","ND",NA,"0.082",0.08,"16.1",710,"10","0.255",30,72,1,1276,8.67,18.31
"1478",2018-10-12,2018-10-12,"NZ068",10,2018,38.14272,-121.6895,"Microcystis",0,67.3,"1.07","ND",NA,"0.123","0.313","1.9","2","0.16",NA,"0.083",0.08,"17.8",197,"4","0.4",17.46,106,1,360,8.32,18.42
"1479",2018-10-15,2018-10-15,"D12",10,2018,38.02161,-121.8063,"Microcystis",755.050615906803,66.9,"0.78","0.72",NA,"0.07","0.33","1.7","1.7","0.1",NA,"0.081",0.1,"14.1",2620,"17","0.3",36.9,60,2,4740,8.8,17.59
"1480",2018-10-15,2018-10-15,"D19",10,2018,38.04376,-121.6148,"Microcystis",6970.70058571757,69.8,"1.35","0.5",NA,"0.04","0.26","2","2","0.11",NA,"0.077",0.08,"14.5",539,"2","0.2",38.9,244,3,969,9.5,18.02
"1481",2018-10-15,2018-10-15,"D28A",10,2018,37.97048,-121.573,"Microcystis",14981.1810764636,69.6,"1.79","0.9",NA,"0.027","0.14","2.3","2.3","0.1",NA,"0.065",0.07,"11.6",415,"2","0.2",19.4,292,3,759,9.08,17.98
"1482",2018-10-15,2018-10-15,"EZ2-SJR",10,2018,38.0523,-121.69015,"Microcystis",5576.99959097939,67.3,"ND","ND",NA,"0.04","0.27","2","2","0.12",NA,"0.078",0.08,"13.7",1110,"6","0.2",46.3,140,3,1786,9.01,17.84
"1483",2018-10-15,2018-10-15,"EZ6-SJR",10,2018,38.0212,-121.80683,"Microcystis",0,66.9,"1.51","0.79",NA,"0.08","0.3","1.7","1.7","0.11",NA,"0.08",0.1,"14.5",2750,"13","0.3",36.9,60,2,4740,8.8,17.59
"1484",2018-10-16,2018-10-16,"D16",10,2018,38.0969,-121.6691,"Microcystis",0,61.7,"1.59","0.64",NA,"0.06","0.308","1.9","1.9","ND",NA,"0.07",0.07,"16.2",388,"5","0.25",41.4,168,3,701,8.92,17.91
"1485",2018-10-16,2018-10-16,"D26",10,2018,38.07664,-121.5669,"Microcystis",0,65.3,"1.48","0.75",NA,"0.1","0.33","1.9","2","0.1",NA,"0.076",0.08,"17.5",199,"4","0.248",40.2,188,3,349,8.83,17.78
"1486",2018-10-16,2018-10-16,"MD10A",10,2018,38.04226,-121.4199,"Microcystis",0,69.3,"2.22","1.11",NA,"0.03","0.161","2.8","2.8","0.2",NA,"0.06",0.06,"17.1",103,"2","0.2",16.7,220,3,169,8.16,17.97
"1487",2018-10-16,2018-10-16,"P8",10,2018,37.97817,-121.3823,"Microcystis",0,74.7,"2.46","ND",NA,"0.07","2.44","3.3","3.4","0.3",NA,"0.35",0.35,"12.5",367,"3","0.4",35.1,200,1,673,8.01,20.31
"1488",2018-10-17,2018-10-17,"D10",10,2018,38.04631,-121.9183,"Microcystis",0,59.4,"1.43","0.86",NA,"0.094","0.33","1.1","1.1","ND",NA,"0.093",0.1,"12.1",8290,"20","0.2",37,72,2,12691,8.88,17.36
"1489",2018-10-17,2018-10-17,"D8",10,2018,38.05992,-121.99,"Microcystis",0,57.4,"1.32","ND",NA,"0.08","0.3","1.1","1.1","ND",NA,"0.086",0.108,"11.5",9700,"16","0.2",44.3,8,2,16045,8.71,17.29
"1490",2018-10-17,2018-10-12,"EZ6",10,2018,38.07755,-121.7634,"Microcystis",0,62.2,"1.06","ND",NA,"0.07","0.3","1.5","1.5","0.11",NA,"0.083",0.09,"14.9",2540,"11","0.249",33.3,64,2,4588,8.55,18.22
"1491",2018-10-18,2018-10-18,"D6",10,2018,38.04436,-122.1177,"Microcystis",813.131432515019,65.8,"1.74","ND",NA,"0.12","0.34","0.7","0.7","ND",NA,"0.09",0.1,"8.6",18880,"16","0.221",46.1,104,1,29128,8.26,18.16
"1492",2018-10-18,2018-10-18,"D7",10,2018,38.11714,-122.0397,"Microcystis",0,67.6,"1.06","ND",NA,"0.09","0.38","1","1","ND",NA,"0.098",0.1,"10.4",10530,"17","0.184",4.5,76,1,18736,8.97,16.96
"1493",2018-10-18,2018-10-18,"NZ032",10,2018,38.16991,-122.0211,"Microcystis",0,75.6,"2.05","0.93",NA,"0.12","0.35","1.7","1.7","0.1",NA,"0.091",0.121,"10.5",10150,"18","0.3",27.6,52,1,16923,8.2,18.29
"1494",2018-10-18,2018-10-18,"NZS42",10,2018,38.18045,-122.0476,"Microcystis",0,73.8,"4.21","1.03",NA,"0.24","0.46","4.8","4.8","0.44",NA,"0.14",0.193,"10.5",9050,"23","0.875",15.9,56,1,15435,6.99,17.84
"1495",2018-10-19,2018-10-19,"D41",10,2018,38.03022,-122.3729,"Microcystis",4316.2346995217,53.2,"2.91","0.67",NA,"0.06","0.26","ND","ND","0.1",NA,"0.086",0.1,"5.4",32200,"24","0.253",40.2,132,1,43762,7.53,17.24
"1496",2018-10-19,2018-10-19,"D41A",10,2018,38.08472,-122.3907,"Microcystis",0,52.2,"2.72","0.9",NA,"ND","0.315","0.5","0.6","0.1",NA,"0.098",0.112,"6.1",26500,"23","0.187",8.1,92,1,38400,8.01,17.5
"1497",2018-10-19,2018-10-19,"NZ002",10,2018,38.06529,-122.2152,"Microcystis",1951.94985684279,58.5,"2.03","ND",NA,"0.09","0.31","0.6","0.6","ND",NA,"0.097",0.108,"7.7",26200,"23","0.3",60,116,1,35414,7.96,17.84
"1498",2018-10-19,2018-10-19,"NZ004",10,2018,38.03576,-122.1616,"Microcystis",16142.1167661454,60.4,"2.12","ND",NA,"0.1","0.33","0.7","0.7","ND",NA,"0.1",0.1,"6.9",19100,"19","0.3",54.6,124,1,30977,8.06,17.89
"1499",2018-10-19,2018-10-19,"NZ325",10,2018,38.05798,-122.2919,"Microcystis",3523.56954089842,56.7,"2.48","ND",NA,"0.08","0.3","0.6","0.6","0.1",NA,"0.096",0.1,"7.2",26900,"19","0.3",32.4,172,1,36464,8.05,17.88
"1500",2018-11-09,2018-11-09,"C10A",11,2018,37.67934,-121.2647,"Microcystis",0,65,"3.33","1.88",NA,"ND","1.94","2.6","2.7","0.22",NA,"0.131",0.15,"13",268,"20","0.334",4.88,NA,1,478,9.73,12.75
"1501",2018-11-09,2018-11-09,"C3A",11,2018,38.36771,-121.5205,"Microcystis",0,40,"0.71","ND",NA,"1.22","0.156","2.9","2.9","0.3",NA,"0.141",0.15,"19.9",111,"3","1.66",14.06,NA,1,185,9.2,14.22
"1502",2018-11-09,2018-11-09,"C9",11,2018,37.83095,-121.554,"Microcystis",352.356954089842,60,"1.64","0.77",NA,"ND","0.427","2.6","2.6","0.22",NA,"0.075",0.081,"12",282,"3","0.267",15.49,NA,2,515,9.14,15.25
"1503",2018-11-13,2018-11-13,"D4",11,2018,38.06248,-121.8205,"Microcystis",0,58.8,"1.67","ND",NA,"0.11","0.429","1.2","1.2","ND",NA,"0.089",0.09,"12.6",6320,"8","0.195",38.5,116,1,10301,9.14,14.72
"1504",2018-11-14,2018-11-29,"D12",11,2018,38.02161,-121.8063,"Microcystis",0,55,"0.8","1.58",NA,"0.154","0.478","1.8","1.8","0.19",NA,"0.085",0.098,"12.2",5140,"15","0.43",40.3,92,1,8293,8.03,13.21
"1505",2018-11-14,2018-11-29,"D19",11,2018,38.04376,-121.6148,"Microcystis",0,54,"5.46","15.4",NA,"0.137","1.88","2.4","2.6","0.21",NA,"ND",0.09,"13.1",554,"40","0.6",8,28,1,1061,9.57,12.91
"1506",2018-11-14,2018-11-29,"D28A",11,2018,37.97048,-121.573,"Microcystis",0,55,"1.3","1.06",NA,"0.072","0.487","2.9","2.9","0.22",NA,"0.053",0.07,"11.4",351,"4","0.32",22.9,70,1,627,9.31,13.21
"1507",2018-11-15,2018-11-27,"D16",11,2018,38.0969,-121.6691,"Microcystis",0,53,"1.14","0.77",NA,"0.144","0.548","2.5","2.6","0.16",NA,"0.079",0.079,"14.5",533,"6","0.359",54.4,108,1,924,9.51,12.6
"1508",2018-11-15,2018-11-27,"D26",11,2018,38.07664,-121.5669,"Microcystis",0,52,"0.86","0.61",NA,"0.17","0.531","2.8","2.8","0.15",NA,"0.079",0.085,"15.9",206,"4","0.4",37,170,1,339,9.49,12.27
"1509",2018-11-15,2018-11-27,"MD10A",11,2018,38.04226,-121.4199,"Microcystis",0,54,"1.42","1.01",NA,"0.052","0.441","3.1","3.1","0.2",NA,"0.059",0.065,"11.9",144,"2","0.352",14.4,200,1,255,9.18,12.78
"1510",2018-11-15,2018-11-27,"P8",11,2018,37.97817,-121.3823,"Microcystis",0,55,"1.1","0.72",NA,"0.117","2.03","3.1","3.1","0.23",NA,"0.27",0.271,"9.88",322,"2","0.41",39.4,165,1,590,9.07,12.76
"1511",2018-11-16,2018-11-20,"D10",11,2018,38.04631,-121.9183,"Microcystis",6381.93486981068,56.7,"1.09","ND",NA,"0.121","0.413","0.9","0.9","ND",NA,"0.088",0.09,"10.2",12600,"13","0.23",38.6,116,1,21421,8.84,13.24
"1512",2018-11-16,2018-11-20,"D8",11,2018,38.05992,-121.99,"Microcystis",0,54,"1.54","0.56",NA,"0.137","0.402","0.8","0.9","ND",NA,"0.088",0.088,"10.2",14600,"20","0.256",45.4,80,1,22848,8.87,13.22
"1513",2018-11-19,2018-11-20,"D22",11,2018,38.08453,-121.7391,"Microcystis",0,60.3,"2.11","0.51",NA,"0.125","0.447","1.3","1.3","ND",NA,"0.08",0.08,"12.9",5000,"7","0.406",32.5,112,2,8519,9.34,13.5
"1514",2018-11-19,2018-11-20,"D6",11,2018,38.04436,-122.1177,"Microcystis",587.261590149736,50.7,"1.69","ND",NA,"0.14","0.359","0.6","0.7","ND",NA,"0.09",0.099,"7.23",23000,"21","0.232",44.6,80,1,34272,8.1,13.33
"1515",2018-11-19,2018-11-28,"NZ032",11,2018,38.16991,-122.0211,"Microcystis",0,57,"1.35","1.05",NA,"0.192","0.416","2.7","2.7","0.3",NA,"0.079",0.104,"10.6",7860,"22","0.54",23.5,42,1,13306,7.69,13.36
"1516",2018-11-19,2018-11-20,"NZ068",11,2018,38.14272,-121.6895,"Microcystis",0,61.9,"1.12","ND",NA,"0.222","0.509","1.8","1.8","ND",NA,"0.088",0.088,"16",1040,"6","0.364",20.6,124,2,2750,9.28,12.56
"1517",2018-11-19,2018-11-28,"NZS42",11,2018,38.18045,-122.0476,"Microcystis",0,57,"1.57","1.72",NA,"0.207","0.439","4","4","0.53",NA,"0.098",0.15,"9.97",7870,"30","0.75",14.5,30,1,13194,7.31,13.25
"1518",2018-11-20,2018-11-21,"D41",11,2018,38.03022,-122.3729,"Microcystis",370.902056936675,55,"1.79","ND",NA,"0.087","0.412","ND","ND","ND",NA,"0.082",0.087,"3.74",30500,"19","0.291",43.1,92,1,45146,7.67,13.2
"1519",2018-11-20,2018-11-21,"D41A",11,2018,38.08472,-122.3907,"Microcystis",1409.42781635937,59,"1.74","ND",NA,"0.085","0.323","0.5","0.5","ND",NA,"0.088",0.09,"5.22",27200,"28","0.236",11.2,60,1,40830,7.84,13.11
"1520",2018-11-20,2018-11-20,"EZ2",11,2018,38.1574,-121.6852,"Microcystis",0,58.5,"1.37","ND",NA,"0.245","0.525","1.9","1.9","0.18",NA,"0.097",0.101,"16.8",428,"4","0.481",32.5,144,1,796,9.54,12.56
"1521",2018-11-20,2018-11-20,"EZ6",11,2018,38.1241,-121.6988,"Microcystis",880.892385224604,59.2,"1.32","0.79",NA,"0.161","0.478","1.6","1.6","ND",NA,"0.082",0.084,"14.8",2630,"8","0.321",32.6,116,2,4628,9.17,13.06
"1522",2018-11-28,2018-11-28,"D7",11,2018,38.11714,-122.0397,"Microcystis",0,58,"1.38","0.76",NA,"0.143","0.44","1.2","1.2","ND",NA,"0.09",0.103,"9.49",13400,"19","0.374",7,53,1,21235,8.72,13.51
"1523",2018-12-10,2018-12-10,"C10A",12,2018,37.67934,-121.2647,"Microcystis",0,52,"3.65","2.5",NA,"0.057","1.68","5.5","5.5","0.54",NA,"0.146",0.21,"14.2",481,"27","0.674",3.4,NA,1,867,9.65,11.36
"1524",2018-12-10,2018-12-10,"C3A",12,2018,38.36771,-121.5205,"Microcystis",0,46,"0.98","0.73",NA,"0.568","0.259","3.4","3.5","0.17",NA,"0.099",0.12,"19.9",123,"3","0.851",14.34,NA,1,216,9.67,10.47
"1525",2018-12-10,2018-12-10,"C9",12,2018,37.83095,-121.554,"Microcystis",414.537593046872,49,"0.89","1.02",NA,"0.076","0.636","3.1","3.2","0.28",NA,"0.066",0.07,"13.5",319,"2","0.434",14.63,NA,1,569,9.1,11.39
"1526",2018-12-11,2018-12-11,"D22",12,2018,38.08453,-121.7391,"Microcystis",0,49.1,"0.9","1.17",NA,"0.212","0.591","3.2","3.2","0.38",NA,"0.084",0.098,"16.9",1010,"16","0.543",30.9,60,1,1756,8.83,11.17
"1527",2018-12-11,2018-12-11,"D4",12,2018,38.06248,-121.8205,"Microcystis",0,44.2,"1","0.7",NA,"0.199","0.53","2","2","0.27",NA,"0.082",0.085,"7.11",3500,"13","0.424",38.9,74,1,7278,9.68,11.5
"1528",2018-12-11,2018-12-11,"EZ2",12,2018,38.0971,-121.7398,"Microcystis",0,49.1,"0.97","1.37",NA,"0.203","0.591","3.2","3.2","0.35",NA,"0.082",0.098,"16.9",980,"19","0.399",30.9,60,1,1756,8.83,11.71
"1529",2018-12-11,2018-12-11,"EZ6",12,2018,38.061,-121.8028,"Microcystis",0,42.1,"0.95","0.89",NA,"0.195","0.532","2.3","2.3","0.25",NA,"0.083",0.093,"15",2510,"16","0.314",39.9,76,1,4485,9.11,11.72
"1530",2018-12-11,2018-12-11,"NZ068",12,2018,38.14272,-121.6895,"Microcystis",0,48.6,"0.55","0.68",NA,"0.227","0.583","3.8","4.5","0.3",NA,"0.089",0.11,"17.8",263,"4","0.487",20,152,1,474,9.1,10.95
"1531",2018-12-12,2018-12-12,"D12",12,2018,38.02161,-121.8063,"Microcystis",1174.52318029947,44.1,"0.97","0.65",NA,"0.17","0.536","2.3","2.3","0.14",NA,"0.081",0.085,"16.2",2320,"14","0.44",39.2,76,1,4228,9.06,11.39
"1532",2018-12-12,2018-12-12,"D19",12,2018,38.04376,-121.6148,"Microcystis",0,49.8,"1.06","0.65",NA,"0.138","0.579","3.1","3.1","0.35",NA,"0.07",0.072,"16",557,"2","0.38",35.9,160,1,1113,9.32,11.53
"1533",2018-12-12,2018-12-12,"D28A",12,2018,37.97048,-121.573,"Microcystis",0,50.4,"0.9","0.59",NA,"0.102","0.555","3.1","3.2","0.22",NA,"0.059",0.07,"15.3",396,"2","0.41",16.3,240,1,721,9.19,11.23
"1534",2018-12-12,2018-12-12,"EZ2-SJR",12,2018,38.0476,-121.6935,"Microcystis",0,46.2,"0.77","ND",NA,"0.137","0.575","2.6","2.6","0.3",NA,"0.08",0.08,"16.4",1040,"6","0.38",36.2,128,1,1984,9.24,11.46
"1535",2018-12-13,2018-12-13,"D16",12,2018,38.0969,-121.6691,"Microcystis",0,44,"0.78","ND",NA,"0.119","0.581","3.1","3.2","0.22",NA,"0.076",0.075,"17.4",542,"5","0.38",40,180,1,957,9.14,11.31
"1536",2018-12-13,2018-12-13,"D26",12,2018,38.07664,-121.5669,"Microcystis",0,44,"0.65","0.56",NA,"0.138","0.61","3.5","3.5","0.26",NA,"0.08",0.091,"18.4",314,"5","0.48",43.1,156,1,554,8.84,11.18
"1537",2018-12-13,2018-12-13,"MD10A",12,2018,38.04226,-121.4199,"Microcystis",587.261590149736,54,"ND","ND",NA,"0.054","0.575","3.8","3.8","0.27",NA,"0.077",0.078,"14.8",157,"2","0.44",20,236,1,276,8.34,10.95
"1538",2018-12-13,2018-12-13,"P8",12,2018,37.97817,-121.3823,"Microcystis",0,57,"0.76","ND",NA,"0.165","2.45","4.1","4.1","0.3",NA,"0.303",0.29,"12",368,"3","0.61",40.2,196,1,662,8.33,11.58
"1539",2018-12-14,2018-12-17,"D10",12,2018,38.04631,-121.9183,"Microcystis",0,60,"0.68","ND",NA,"0.173","0.503","1.4","1.4","0.18",NA,"0.082",0.1,"12.5",9130,"26","0.38",40,76,1,16227,9.11,11.7
"1540",2018-12-14,2018-12-18,"D7",12,2018,38.11714,-122.0397,"Microcystis",0,53,"1.6","0.82",NA,"0.162","0.464","1.1","1.1","ND",NA,"0.08",0.1,"10.8",13000,"28","0.361",9.5,68,1,21228,9.12,11.67
"1541",2018-12-14,2018-12-17,"D8",12,2018,38.05992,-121.99,"Microcystis",0,58,"0.93","ND",NA,"0.172","0.487","1.2","1.3","ND",NA,"0.082",0.091,"12.3",10700,"18","0.294",47.8,80,1,17391,9.21,11.6
"1542",2018-12-15,2018-12-19,"D41",12,2018,38.03022,-122.3729,"Microcystis",0,54,"2.14","ND",NA,"0.105","0.296","ND","ND","ND",NA,"0.073",0.075,"4.68",28300,"52","0.18",47.5,136,1,42505,8.23,12.93
"1543",2018-12-17,2018-12-17,"D6",12,2018,38.04436,-122.1177,"Microcystis",0,53,"1.03","ND",NA,"0.157","0.41","0.7","0.7","ND",NA,"0.081",0.085,"8.63",19300,"30","0.312",35,92,1,30655,8.76,12.08
"1544",2018-12-18,2018-12-18,"D7",12,2018,38.11714,-122.0397,"Microcystis",0,53,"1.6","0.82",NA,"0.162","0.464","1.1","1.1","ND",NA,"0.08",0.1,"10.8",13000,"28","0.361",9.5,68,1,21228,9.12,11.67
"1545",2018-12-18,2018-12-18,"NZ032",12,2018,38.16991,-122.0211,"Microcystis",3020.20246362721,60,"4.88","1.08",NA,"0.189","0.506","2.4","2.4","0.16",NA,"0.071",0.108,"13.7",6000,"19","0.495",27.3,44,1,10870,9,11.7
"1546",2018-12-18,2018-12-18,"NZS42",12,2018,38.18045,-122.0476,"Microcystis",0,59,"0.98","1.49",NA,"0.242","0.569","3.6","3.7","0.26",NA,"0.087",0.122,"12.3",6630,"26","0.671",16.4,48,1,11692,8.32,11.38
"1547",2018-12-19,2018-12-19,"D41",12,2018,38.03022,-122.3729,"Microcystis",2962.65766001101,54,"2.14","ND",NA,"0.105","0.296","ND","ND","ND",NA,"0.073",0.075,"4.68",28300,"52","0.18",47.5,136,1,42505,8.23,12.93
"1548",2018-12-19,2018-12-19,"D41A",12,2018,38.08472,-122.3907,"Microcystis",0,52,"1.09","1.5",NA,"0.127","0.367","0.5","0.5","ND",NA,"0.08",0.097,"6.44",23100,"50","0.314",11.5,60,1,36204,8.58,12.59
"1549",2018-12-19,2018-12-19,"NZ002",12,2018,38.06529,-122.2152,"Microcystis",0,52,"1.38","0.92",NA,"0.139","0.38","0.6","0.6","ND",NA,"0.08",0.099,"7",22100,"39","0.247",40,68,1,34670,8.48,12.45
"1550",2018-12-19,2018-12-19,"NZ004",12,2018,38.03576,-122.1616,"Microcystis",0,55,"1.05","0.81",NA,"0.147","0.396","0.6","0.6","ND",NA,"0.082",0.096,"7.37",20900,"38","0.293",56.8,80,1,32986,8.52,12.38
"1551",2018-12-19,2018-12-19,"NZ325",12,2018,38.05798,-122.2919,"Microcystis",5285.35431134762,54,"2.26","0.5",NA,"0.151","0.401","0.6","0.7","ND",NA,"0.081",0.091,"7.82",20900,"24","0.246",45,112,1,33710,8.57,12.4
"1552",2019-01-09,2019-01-09,"C10A",1,2019,37.67934,-121.2647,"Microcystis",3403.69859723236,59,"7.12","3.65",NA,"0.27","2.73","4.2","4.3","0.5",NA,"0.185",0.26,"14.8",508,"24","0.8",3.5,NA,1,870,9.94,11.56
"1553",2019-01-09,2019-01-09,"C3A",1,2019,38.36771,-121.5205,"Microcystis",0,55,"1.07","0.87",NA,"0.23","0.46","3.9","3.9","0.3",NA,"0.075",0.12,"20.1",129,"38","0.7",16.72,NA,1,201,10.53,8.92
"1554",2019-01-10,2019-01-10,"D22",1,2019,38.08453,-121.7391,"Microcystis",0,42.8,"1.49","1.51",NA,"0.251","0.46","3","3","0.3",NA,"0.089",0.113,"19.5",131,"23","0.6",31.7,52,1,219,9.97,8.95
"1555",2019-01-10,2019-01-10,"D4",1,2019,38.06248,-121.8205,"Microcystis",0,43,"1.11","1.19",NA,"0.253","6.07","3","3","0.3",NA,"0.074",0.111,"18.9",1060,"14","0.6",37.6,56,1,2223,9.99,8.87
"1556",2019-01-10,2019-01-10,"NZ068",1,2019,38.14272,-121.6895,"Microcystis",0,44.8,"2.86","2.29",NA,"0.21","0.497","3.4","3.6","0.3",NA,"0.079",0.12,"20.3",123,"35","0.6",18.4,40,1,201,9.95,9.19
"1557",2019-01-11,2019-01-11,"D12",1,2019,38.02161,-121.8063,"Microcystis",0,43.7,"1.63","2.44",NA,"0.245","0.54","3.4","3.1","0.2",NA,"0.081",0.12,"11.8",637,"18","0.6",40.1,44,1,1149,10.29,9.07
"1558",2019-01-11,2019-01-11,"D19",1,2019,38.04376,-121.6148,"Microcystis",0,44.6,"1.45","2.81",NA,"0.15","0.67","3.8","3.8","0.3",NA,"0.068",0.09,"11.7",448,"16","0.6",17.5,76,1,805,9.94,9.21
"1559",2019-01-11,2019-01-11,"D28A",1,2019,37.97048,-121.573,"Microcystis",0,45.5,"1.13","1.35",NA,"0.12","0.73","4.7","5.2","0.3",NA,"0.057",0.07,"27.7",403,"7","0.6",19.3,116,1,722,9.71,9.56
"1560",2019-01-15,2019-01-15,"D16",1,2019,38.0969,-121.6691,"Microcystis",0,42.6,"0.95","1.04",NA,"0.153","0.59","4.6","4.6","0.1",NA,"0.074",0.09,"17.8",205,"18","0.5",50.6,56,1,386,9.56,9.79
"1561",2019-01-15,2019-01-15,"D26",1,2019,38.07664,-121.5669,"Microcystis",0,43.2,"0.87","1.23",NA,"0.16","0.67","4.7","4.6","0.3",NA,"0.075",0.09,"20.7",214,"12","0.6",43.4,80,1,379,9.78,9.59
"1562",2019-01-15,2019-01-10,"EZ2",1,2019,38.0611,-121.8118,"Microcystis",0,43.2,"1.16","1.15",NA,"0.28","0.53","3.1","3.1","0.31",NA,"0.083",0.104,"19.2",473,"12","0.6",39.6,68,1,1590,10.13,8.88
"1563",2019-01-15,2019-01-10,"EZ6",1,2019,38.0544,-121.8783,"Microcystis",0,41.7,"1.03","0.84",NA,"0.217","0.59","2.8","2.9","0.2",NA,"0.081",0.1,"18.4",2150,"12","0.495",43.5,60,1,4467,10.06,9.15
"1564",2019-01-15,2019-01-15,"MD10A",1,2019,38.04226,-121.4199,"Microcystis",0,45.9,"0.62","0.54",NA,"0.106","0.96","5.9","6","0.5",NA,"0.143",0.15,"18.2",201,"2","0.7",18.9,160,1,325,9.2,9.89
"1565",2019-01-15,2019-01-15,"P8",1,2019,37.97817,-121.3823,"Microcystis",0,44.2,"0.84","1.21",NA,"0.2","3.6","6","6","0.5",NA,"0.329",0.37,"13.5",491,"12","0.8",38.7,100,1,878,9.2,10.03
"1566",2019-01-16,2019-01-16,"D10",1,2019,38.04631,-121.9183,"Microcystis",0,49.3,"1","1.03",NA,"0.214","0.59","2.3","2.3","0.11",NA,"0.088",0.094,"17.7",6010,"23","0.5",40.1,52,1,9337,9.81,9.93
"1567",2019-01-16,2019-01-16,"D6",1,2019,38.04436,-122.1177,"Microcystis",0,53.2,"0.75","ND",NA,"0.18","0.49","0.9","0.9","ND",NA,"0.087",0.09,"10.7",17200,"29","0.3",44.7,80,1,27561,9.19,10.73
"1568",2019-01-16,2019-01-16,"D8",1,2019,38.05992,-121.99,"Microcystis",0,48.4,"0.81","0.73",NA,"0.219","0.57","2.1","2.2","ND",NA,"0.09",0.09,"16.7",7100,"18","0.4",48.5,60,1,11450,9.8,9.96
"1569",2019-01-16,2019-01-17,"NZS42",1,2019,38.18045,-122.0476,"Microcystis",135305.070370499,53.8,"1.55","1.87",NA,"0.223","0.77","5.2","5.2","0.37",NA,"0.101",0.185,"16.3",3100,"76","0.8",18.8,24,1,5697,9.44,10.33
"1570",2019-01-17,2019-01-17,"D7",1,2019,38.11714,-122.0397,"Microcystis",0,50,"0.88","0.64",NA,"0.214","0.57","1.7","1.7","0.1",NA,"0.092",0.094,"15.1",8530,"24","0.38",8.2,52,1,14498,9.92,10.37
